doc_id,text,date,_map,team_1,team_2
2301193_Cache,Complexity NRG Cache 13 16,2016-03-11,Cache,Complexity,NRG
2301212_Mirage,Publiclir.se gBots Mirage 19 16,2016-03-06,Mirage,Publiclir.se,gBots
2301227_Cache,DenDD Publiclir.se Cache 16 14,2016-03-07,Cache,DenDD,Publiclir.se
2301228_Cobblestone,LDLC Blue Dead Pixels Cobblestone 16 10,2016-03-07,Cobblestone,LDLC Blue,Dead Pixels
2301231_Overpass,PENTA ENCE Overpass 14 16,2016-03-08,Overpass,PENTA,ENCE
2301237_Mirage,GameAgents Deathtrap Mirage 6 16,2016-03-08,Mirage,GameAgents,Deathtrap
2301253_Dust2,E-frag.net Method Dust2 16 11,2016-03-10,Dust2,E-frag.net,Method
2301255_Mirage,AGG 8 Minded Mirage 16 3,2016-03-10,Mirage,AGG,8 Minded
2301311_Dust2,VG.CyberZen Threats Dust2 16 13,2016-03-13,Dust2,VG.CyberZen,Threats
2301311_Overpass,VG.CyberZen Threats Overpass 16 4,2016-03-13,Overpass,VG.CyberZen,Threats
2301321_Overpass,FlipSid3 Preparation Overpass 16 9,2016-03-13,Overpass,FlipSid3,Preparation
2301323_Dust2,E-frag.net CPH Wolves Dust2 16 8,2016-03-13,Dust2,E-frag.net,CPH Wolves
2301344_Overpass,Ancient FlipSid3 Overpass 9 16,2016-03-13,Overpass,Ancient,FlipSid3
2301360_Mirage,Natus Vincere Dignitas Mirage 16 14,2016-03-15,Mirage,Natus Vincere,Dignitas
2301370_Mirage,SK mousesports Mirage 8 16,2016-03-17,Mirage,SK,mousesports
2301376_Cache,SK NiP Cache 8 16,2016-03-19,Cache,SK,NiP
2301388_Overpass,Complexity Splyce Overpass 7 16,2016-03-16,Overpass,Complexity,Splyce
2301403_Mirage,Selfless Winterfox Mirage 16 5,2016-03-21,Mirage,Selfless,Winterfox
2301410_Overpass,Dignitas DenDD Overpass 16 11,2016-03-16,Overpass,Dignitas,DenDD
2301410_Train,Dignitas DenDD Train 16 10,2016-03-16,Train,Dignitas,DenDD
2301429_Cobblestone,CLG Noble Cobblestone 16 6,2016-03-16,Cobblestone,CLG,Noble
2301440_Cobblestone,Envy NRG Cobblestone 16 3,2016-03-17,Cobblestone,Envy,NRG
2301440_Mirage,Envy NRG Mirage 19 22,2016-03-17,Mirage,Envy,NRG
2301444_Dust2,CLG KKona Dust2 16 12,2016-03-18,Dust2,CLG,KKona
2301463_Cache,Cloud9 OpTic Cache 16 3,2016-03-20,Cache,Cloud9,OpTic
2301465_Dust2,Selfless Cloud9 Dust2 5 16,2016-03-20,Dust2,Selfless,Cloud9
2301466_Train,CLG Liquid Train 7 16,2016-03-20,Train,CLG,Liquid
2301467_Cache,Cloud9 Liquid Cache 16 5,2016-03-21,Cache,Cloud9,Liquid
2301482_Dust2,PENTA Orbit Dust2 16 8,2016-03-19,Dust2,PENTA,Orbit
2301483_Overpass,Epsilon Refuse Overpass 21 19,2016-03-19,Overpass,Epsilon,Refuse
2301489_Cobblestone,AGG Space Soldiers Cobblestone 16 8,2016-03-20,Cobblestone,AGG,Space Soldiers
2301490_Overpass,SK Epsilon Overpass 16 11,2016-03-20,Overpass,SK,Epsilon
2301496_Cache,AlienTech Imperio Multimedia Cache 16 12,2016-03-20,Cache,AlienTech,Imperio Multimedia
2301501_Overpass,G2 CPH Wolves Overpass 16 19,2016-03-20,Overpass,G2,CPH Wolves
2301501_Train,G2 CPH Wolves Train 16 6,2016-03-20,Train,G2,CPH Wolves
2301512_Mirage,Ancient eXplosive Mirage 16 8,2016-03-21,Mirage,Ancient,eXplosive
2301518_Cache,PENTA Gambit Cache 20 22,2016-03-23,Cache,PENTA,Gambit
2301523_Overpass,FlipSid3 fnatic Overpass 13 16,2016-03-23,Overpass,FlipSid3,fnatic
2301528_Cobblestone,NRG Cloud9 Cobblestone 5 16,2016-03-22,Cobblestone,NRG,Cloud9
2301530_Overpass,Winterfox Complexity Overpass 16 14,2016-03-22,Overpass,Winterfox,Complexity
2301531_Inferno,OpTic Selfless Inferno 10 16,2016-03-23,Inferno,OpTic,Selfless
2301532_Mirage,Selfless OpTic Mirage 16 14,2016-03-23,Mirage,Selfless,OpTic
2301537_Overpass,KKona Luminosity Overpass 13 16,2016-03-24,Overpass,KKona,Luminosity
2301538_Mirage,Luminosity KKona Mirage 16 5,2016-03-24,Mirage,Luminosity,KKona
2301562_Mirage,TYLOO J2G Mirage 16 13,2016-03-24,Mirage,TYLOO,J2G
2301577_Inferno,AGG ALTERNATE aTTaX Inferno 9 16,2016-03-24,Inferno,AGG,ALTERNATE aTTaX
2301590_Cobblestone,LDLC Blue YP Cobblestone 7 16,2016-03-23,Cobblestone,LDLC Blue,YP
2301666_Overpass,Iwku Recursive Overpass 16 11,2016-03-24,Overpass,Iwku,Recursive
2301692_Inferno,AGG FLuffy Gangsters Inferno 13 16,2016-03-25,Inferno,AGG,FLuffy Gangsters
2301695_Cobblestone,Empire k1ck Cobblestone 16 7,2016-03-25,Cobblestone,Empire,k1ck
2301700_Inferno,Obey.Alliance KKona Inferno 16 13,2016-03-25,Inferno,Obey.Alliance,KKona
2301708_Cache,HellRaisers Space Soldiers Cache 16 6,2016-03-25,Cache,HellRaisers,Space Soldiers
2301719_Inferno,LDLC fe Exertus fe Inferno 10 16,2016-03-25,Inferno,LDLC fe,Exertus fe
2301729_Cache,Secret fe Millenium fe Cache 16 5,2016-03-25,Cache,Secret fe,Millenium fe
2301733_Train,Iwku Space Soldiers Train 7 16,2016-03-25,Train,Iwku,Space Soldiers
2301734_Cache,ALTERNATE aTTaX Preparation Cache 11 16,2016-03-25,Cache,ALTERNATE aTTaX,Preparation
2301751_Overpass,CPH Wolves Publiclir.se Overpass 10 16,2016-03-25,Overpass,CPH Wolves,Publiclir.se
2301752_Dust2,Space Soldiers SK Dust2 1 16,2016-03-25,Dust2,Space Soldiers,SK
2301752_Mirage,Space Soldiers SK Mirage 16 14,2016-03-25,Mirage,Space Soldiers,SK
2301755_Cache,Millenium fe Area08 fe Cache 16 11,2016-03-26,Cache,Millenium fe,Area08 fe
2301769_Mirage,Millenium fe CLG Red Mirage 8 16,2016-03-26,Mirage,Millenium fe,CLG Red
2301777_Cobblestone,Enso CPH Wolves Cobblestone 6 16,2016-03-27,Cobblestone,Enso,CPH Wolves
2301780_Mirage,eXplosive Preparation Mirage 16 14,2016-03-27,Mirage,eXplosive,Preparation
2301812_Cobblestone,NRG BOTS Cobblestone 16 10,2016-03-27,Cobblestone,NRG,BOTS
2301818_Cache,NiP FlipSid3 Cache 19 17,2016-03-29,Cache,NiP,FlipSid3
2301819_Dust2,Cloud9 NRG Dust2 16 9,2016-03-28,Dust2,Cloud9,NRG
2301831_Cobblestone,Wings HG Cobblestone 16 8,2016-03-29,Cobblestone,Wings,HG
2301833_Mirage,TYLOO AllGamers Mirage 16 10,2016-03-29,Mirage,TYLOO,AllGamers
2301837_Cobblestone,CSGL ALTERNATE aTTaX Cobblestone 14 16,2016-03-29,Cobblestone,CSGL,ALTERNATE aTTaX
2301838_Mirage,k1ck PENTA Mirage 9 16,2016-03-29,Mirage,k1ck,PENTA
2301839_Train,AGG Method Train 16 1,2016-03-30,Train,AGG,Method
2301847_Inferno,ALTERNATE aTTaX Torpedo Inferno 4 16,2016-03-31,Inferno,ALTERNATE aTTaX,Torpedo
2301864_Train,neXtPlease! XPC Train 8 16,2016-03-31,Train,neXtPlease!,XPC
2301871_Overpass,Luminosity Virtus.pro Overpass 16 11,2016-04-02,Overpass,Luminosity,Virtus.pro
2301881_Inferno,TYLOO Wings Inferno 16 4,2016-04-03,Inferno,TYLOO,Wings
2301882_Train,PENTA Nevermad Train 16 7,2016-04-03,Train,PENTA,Nevermad
2301889_Mirage,SuperMassive Pixel Mirage 19 17,2016-04-04,Mirage,SuperMassive,Pixel
2301891_Overpass,Dignitas XPC Overpass 16 4,2016-04-06,Overpass,Dignitas,XPC
2301901_Train,Virtus.pro SK Train 12 16,2016-04-07,Train,Virtus.pro,SK
2301908_Mirage,KKona Complexity Mirage 18 22,2016-04-07,Mirage,KKona,Complexity
2301923_Dust2,Wings Born Of Fire Dust2 8 16,2016-04-06,Dust2,Wings,Born Of Fire
2301926_Cache,RB GameAgents Cache 8 16,2016-04-05,Cache,RB,GameAgents
2301927_Mirage,GODSENT Space Soldiers Mirage 10 16,2016-04-07,Mirage,GODSENT,Space Soldiers
2301930_Dust2,CSGL HellRaisers Dust2 6 16,2016-04-06,Dust2,CSGL,HellRaisers
2301930_Mirage,CSGL HellRaisers Mirage 5 16,2016-04-06,Mirage,CSGL,HellRaisers
2301931_Inferno,Dignitas HellRaisers Inferno 16 9,2016-04-06,Inferno,Dignitas,HellRaisers
2301946_Cache,Winterfox Obey.Alliance Cache 14 16,2016-04-08,Cache,Winterfox,Obey.Alliance
2301951_Cache,Gambit E-frag.net Cache 3 16,2016-04-07,Cache,Gambit,E-frag.net
2301951_Train,Gambit E-frag.net Train 6 16,2016-04-07,Train,Gambit,E-frag.net
2301952_Cache,New4 EDG Cache 7 16,2016-04-08,Cache,New4,EDG
2301952_Mirage,New4 EDG Mirage 9 16,2016-04-08,Mirage,New4,EDG
2301953_Cobblestone,HG MVP Project Cobblestone 6 16,2016-04-08,Cobblestone,HG,MVP Project
2301954_Mirage,VG.CyberZen AllGamers Mirage 16 13,2016-04-09,Mirage,VG.CyberZen,AllGamers
2301960_Cobblestone,mousesports HellRaisers Cobblestone 14 16,2016-04-08,Cobblestone,mousesports,HellRaisers
2301961_Dust2,G2 Gambit Dust2 16 7,2016-04-09,Dust2,G2,Gambit
2301969_Cache,Echo Fox Splyce Cache 16 11,2016-04-09,Cache,Echo Fox,Splyce
2301969_Inferno,Echo Fox Splyce Inferno 16 12,2016-04-09,Inferno,Echo Fox,Splyce
2301971_Overpass,Epsilon miMo Overpass 16 5,2016-04-08,Overpass,Epsilon,miMo
2301975_Mirage,VG.CyberZen EDG Mirage 16 1,2016-04-09,Mirage,VG.CyberZen,EDG
2301984_Dust2,EDG New4 Dust2 13 16,2016-04-09,Dust2,EDG,New4
2301994_Train,Gambit AGG Train 16 11,2016-04-11,Train,Gambit,AGG
2301996_Cobblestone,Envy G2 Cobblestone 16 7,2016-04-10,Cobblestone,Envy,G2
2302003_Mirage,fnatic Dignitas Mirage 3 16,2016-05-08,Mirage,fnatic,Dignitas
2302007_Cache,Astralis Virtus.pro Cache 16 8,2016-04-25,Cache,Astralis,Virtus.pro
2302014_Mirage,Envy mousesports Mirage 16 5,2016-05-11,Mirage,Envy,mousesports
2302016_Mirage,fnatic Envy Mirage 16 8,2016-05-03,Mirage,fnatic,Envy
2302018_Inferno,FaZe mousesports Inferno 14 16,2016-04-29,Inferno,FaZe,mousesports
2302019_Cache,Dignitas G2 Cache 8 16,2016-05-23,Cache,Dignitas,G2
2302020_Overpass,fnatic NiP Overpass 7 16,2016-05-04,Overpass,fnatic,NiP
2302021_Train,FaZe G2 Train 16 6,2016-05-04,Train,FaZe,G2
2302028_Train,fnatic mousesports Train 16 5,2016-05-19,Train,fnatic,mousesports
2302034_Train,NiP G2 Train 14 16,2016-05-23,Train,NiP,G2
2302065_Default,AGG Epsilon Default 16 12,2016-04-12,Default,AGG,Epsilon
2302065_Inferno,AGG Epsilon Inferno 11 16,2016-04-12,Inferno,AGG,Epsilon
2302066_Inferno,E-frag.net Alter Your Ego Inferno 16 3,2016-04-12,Inferno,E-frag.net,Alter Your Ego
2302069_Inferno,PENTA DenDD Inferno 16 6,2016-04-12,Inferno,PENTA,DenDD
2302072_Cache,Escape Gambit Cache 5 16,2016-04-14,Cache,Escape,Gambit
2302079_Cache,FaZe Envy Cache 12 16,2016-04-13,Cache,FaZe,Envy
2302094_Inferno,NiP Astralis Inferno 9 16,2016-04-14,Inferno,NiP,Astralis
2302101_Mirage,nxl Risky Mirage 16 14,2016-04-14,Mirage,nxl,Risky
2302113_Inferno,Natus Vincere TYLOO Inferno 16 10,2016-04-16,Inferno,Natus Vincere,TYLOO
2302115_Cache,mousesports GODSENT Cache 16 7,2016-04-16,Cache,mousesports,GODSENT
2302115_Mirage,mousesports GODSENT Mirage 13 16,2016-04-16,Mirage,mousesports,GODSENT
2302121_Dust2,Born Of Fire New4 Dust2 6 16,2016-04-16,Dust2,Born Of Fire,New4
2302121_Inferno,Born Of Fire New4 Inferno 16 14,2016-04-16,Inferno,Born Of Fire,New4
2302122_Cache,MVP Project AllGamers Cache 16 5,2016-04-16,Cache,MVP Project,AllGamers
2302127_Inferno,Natus Vincere Envy Inferno 16 2,2016-04-17,Inferno,Natus Vincere,Envy
2302144_Dust2,TSM Echo Fox Dust2 17 19,2016-04-20,Dust2,TSM,Echo Fox
2302147_Dust2,Liquid TSM Dust2 14 16,2016-04-24,Dust2,Liquid,TSM
2302159_Dust2,NRG Echo Fox Dust2 16 10,2016-04-30,Dust2,NRG,Echo Fox
2302160_Train,Luminosity TSM Train 16 12,2016-05-01,Train,Luminosity,TSM
2302161_Dust2,CLG Without a Roof Dust2 16 12,2016-05-02,Dust2,CLG,Without a Roof
2302166_Train,CLG OpTic Train 16 8,2016-05-24,Train,CLG,OpTic
2302174_Mirage,NRG OpTic Mirage 3 16,2016-05-24,Mirage,NRG,OpTic
2302174_Overpass,NRG OpTic Overpass 13 16,2016-05-24,Overpass,NRG,OpTic
2302180_Train,Luminosity OpTic Train 16 11,2016-05-05,Train,Luminosity,OpTic
2302181_Cache,Cloud9 Complexity Cache 16 14,2016-05-21,Cache,Cloud9,Complexity
2302182_Cobblestone,Cloud9 CLG Cobblestone 9 16,2016-05-24,Cobblestone,Cloud9,CLG
2302182_Overpass,Cloud9 CLG Overpass 16 12,2016-05-24,Overpass,Cloud9,CLG
2302186_Overpass,NiP Dignitas Overpass 16 6,2016-05-09,Overpass,NiP,Dignitas
2302198_Inferno,CPH Wolves Epiphany Bolt Inferno 16 5,2016-04-19,Inferno,CPH Wolves,Epiphany Bolt
2302199_Cobblestone,AliGon RCTIC Cobblestone 16 9,2016-04-19,Cobblestone,AliGon,RCTIC
2302202_Cobblestone,MVP.karnal Threats Cobblestone 19 16,2016-04-19,Cobblestone,MVP.karnal,Threats
2302228_Cobblestone,PENTA Epsilon Cobblestone 16 11,2016-04-20,Cobblestone,PENTA,Epsilon
2302235_Cobblestone,CPH Wolves RCTIC Cobblestone 16 6,2016-04-21,Cobblestone,CPH Wolves,RCTIC
2302236_Cache,HellRaisers Torpedo Cache 16 11,2016-04-20,Cache,HellRaisers,Torpedo
2302245_Cache,Envy NiP Cache 10 16,2016-04-21,Cache,Envy,NiP
2302247_Train,NiP Envy Train 16 3,2016-04-21,Train,NiP,Envy
2302252_Inferno,Dignitas Space Soldiers Inferno 14 16,2016-04-21,Inferno,Dignitas,Space Soldiers
2302257_Inferno,KKona Winterfox Inferno 7 16,2016-04-22,Inferno,KKona,Winterfox
2302262_Cache,Immunity Legacy Cache 16 14,2016-04-21,Cache,Immunity,Legacy
2302266_Mirage,EDG MVP Project Mirage 8 16,2016-04-22,Mirage,EDG,MVP Project
2302268_Cobblestone,Pixel CS-GO.rs Cobblestone 14 16,2016-04-22,Cobblestone,Pixel,CS-GO.rs
2302273_Mirage,HellRaisers Epsilon Mirage 16 14,2016-04-22,Mirage,HellRaisers,Epsilon
2302284_Inferno,Renegades Luminosity Inferno 13 16,2016-04-24,Inferno,Renegades,Luminosity
2302338_Mirage,SK Escape Mirage 16 10,2016-04-24,Mirage,SK,Escape
2302348_Overpass,Cloud9 Splyce Overpass 16 5,2016-04-25,Overpass,Cloud9,Splyce
2302365_Mirage,Dignitas ENCE Mirage 16 11,2016-04-24,Mirage,Dignitas,ENCE
2302374_Dust2,TYLOO VG.CyberZen Dust2 16 11,2016-04-25,Dust2,TYLOO,VG.CyberZen
2302376_Dust2,Keyd Innova Dust2 19 16,2016-04-25,Dust2,Keyd,Innova
2302380_Cache,g3x CNB Cache 7 16,2016-04-26,Cache,g3x,CNB
2302382_Cache,GODSENT CSGL Cache 11 16,2016-04-26,Cache,GODSENT,CSGL
2302383_Cobblestone,HellRaisers CSGL Cobblestone 16 14,2016-04-26,Cobblestone,HellRaisers,CSGL
2302387_Inferno,FlipSid3 Virtus.pro Inferno 16 6,2016-04-26,Inferno,FlipSid3,Virtus.pro
2302407_Mirage,Winterfox CLG Mirage 16 13,2016-04-27,Mirage,Winterfox,CLG
2302419_Cache,CSGL FlipSid3 Cache 16 2,2016-04-27,Cache,CSGL,FlipSid3
2302421_Dust2,Space Soldiers GameAgents Dust2 16 8,2016-04-27,Dust2,Space Soldiers,GameAgents
2302435_Cache,HellRaisers OpTic Cache 16 8,2016-04-28,Cache,HellRaisers,OpTic
2302435_Overpass,HellRaisers OpTic Overpass 16 3,2016-04-28,Overpass,HellRaisers,OpTic
2302443_Dust2,Enso Epiphany Bolt Dust2 13 16,2016-04-28,Dust2,Enso,Epiphany Bolt
2302454_Cobblestone,Tempo Storm Dignitas Cobblestone 12 16,2016-04-29,Cobblestone,Tempo Storm,Dignitas
