doc_id,text,date,_map,team_1,team_2
2309808_Train,K29 RuSh3D Train 14 16,2017-04-18,Train,K29,RuSh3D
2309813_Overpass,Born Of Fire TYLOO Overpass 14 16,2017-04-17,Overpass,Born Of Fire,TYLOO
2309817_Cache,Damage Control Bravado Cache 6 16,2017-04-20,Cache,Damage Control,Bravado
2309832_Cobblestone,Kinguin North Cobblestone 11 16,2017-04-20,Cobblestone,Kinguin,North
2309849_Cobblestone,OVERDRIVE GameplayDNA Cobblestone 4 16,2017-04-18,Cobblestone,OVERDRIVE,GameplayDNA
2309854_Cache,Gambit GODSENT Cache 19 15,2017-04-20,Cache,Gambit,GODSENT
2309856_Inferno,NiP Liquid Inferno 16 7,2017-04-21,Inferno,NiP,Liquid
2309857_Mirage,Envy OpTic Mirage 11 16,2017-04-21,Mirage,Envy,OpTic
2309859_Nuke,OpTic Liquid Nuke 16 10,2017-04-22,Nuke,OpTic,Liquid
2309861_Cobblestone,Cloud9 OpTic Cobblestone 11 16,2017-04-23,Cobblestone,Cloud9,OpTic
2309863_Inferno,SK Cloud9 Inferno 16 14,2017-04-22,Inferno,SK,Cloud9
2309880_Cache,Energy Aperture Cache 16 2,2017-04-20,Cache,Energy,Aperture
2309912_Overpass,Mineski TheMongolz Overpass 14 16,2017-04-20,Overpass,Mineski,TheMongolz
2309919_Cobblestone,LGD TYLOO Cobblestone 12 16,2017-04-21,Cobblestone,LGD,TYLOO
2309922_Cache,1337 GameplayDNA Cache 6 16,2017-04-21,Cache,1337,GameplayDNA
2309922_Train,1337 GameplayDNA Train 16 13,2017-04-21,Train,1337,GameplayDNA
