doc_id,text,date,_map,team_1,team_2
2300958_Dust2,QuetzaL Noble Dust2 16 10,2016-02-23,Dust2,QuetzaL,Noble
2300993_Dust2,PENTA PANTERS Dust2 19 17,2016-02-23,Dust2,PENTA,PANTERS
2300995_Inferno,Empire CPH Wolves Inferno 7 16,2016-02-23,Inferno,Empire,CPH Wolves
2301000_Mirage,Virtus.pro Envy Mirage 13 16,2016-02-23,Mirage,Virtus.pro,Envy
2301007_Overpass,SK fnatic Overpass 11 16,2016-02-24,Overpass,SK,fnatic
2301008_Cache,fnatic SK Cache 16 6,2016-02-24,Cache,fnatic,SK
2301012_Overpass,Selfless AGG Overpass 16 11,2016-02-24,Overpass,Selfless,AGG
2301014_Train,Selfless CLG Train 16 6,2016-02-25,Train,Selfless,CLG
2301016_Cobblestone,Liquid NRG Cobblestone 16 12,2016-02-25,Cobblestone,Liquid,NRG
2301017_Cobblestone,CSGL Gambit Cobblestone 16 8,2016-02-24,Cobblestone,CSGL,Gambit
2301018_Train,Platinium GameAgents Train 12 16,2016-02-24,Train,Platinium,GameAgents
2301028_Dust2,ENCE ALTERNATE aTTaX Dust2 16 14,2016-02-24,Dust2,ENCE,ALTERNATE aTTaX
2301041_Mirage,Torpedo Orgless Mirage 16 8,2016-02-25,Mirage,Torpedo,Orgless
2301043_Train,fnatic Astralis Train 16 12,2016-02-25,Train,fnatic,Astralis
2301045_Dust2,Liquid HellRaisers Dust2 20 22,2016-02-26,Dust2,Liquid,HellRaisers
2301049_Mirage,J2G MiTH Mirage 16 12,2016-02-26,Mirage,J2G,MiTH
2301052_Mirage,HellRaisers mousesports Mirage 15 19,2016-02-26,Mirage,HellRaisers,mousesports
2301054_Cache,CLG Splyce Cache 14 16,2016-02-27,Cache,CLG,Splyce
2301055_Inferno,Dignitas Renegades Inferno 9 16,2016-02-27,Inferno,Dignitas,Renegades
2301064_Inferno,Selfless Tempo Storm Inferno 4 16,2016-02-27,Inferno,Selfless,Tempo Storm
2301125_Cobblestone,OpTic Cloud9 Cobblestone 16 7,2016-03-10,Cobblestone,OpTic,Cloud9
2301131_Train,CLG Complexity Train 16 10,2016-03-17,Train,CLG,Complexity
2301137_Cobblestone,OpTic Renegades Cobblestone 9 16,2016-03-13,Cobblestone,OpTic,Renegades
2301142_Train,Cloud9 Selfless Train 16 10,2016-03-14,Train,Cloud9,Selfless
2301157_Cobblestone,Natus Vincere TheMongolz Cobblestone 16 6,2016-03-02,Cobblestone,Natus Vincere,TheMongolz
2301161_Cache,E-frag.net FaZe Cache 5 16,2016-03-03,Cache,E-frag.net,FaZe
2301164_Cache,Envy Virtus.pro Cache 14 16,2016-03-03,Cache,Envy,Virtus.pro
2301181_Inferno,AlienTech k1ck Inferno 14 16,2016-03-02,Inferno,AlienTech,k1ck
2301183_Mirage,Natus Vincere Tempo Storm Mirage 16 13,2016-03-04,Mirage,Natus Vincere,Tempo Storm
2301184_Inferno,fnatic Virtus.pro Inferno 16 8,2016-03-04,Inferno,fnatic,Virtus.pro
2301185_Overpass,Luminosity Natus Vincere Overpass 22 19,2016-03-04,Overpass,Luminosity,Natus Vincere
2301186_Cache,Astralis fnatic Cache 16 12,2016-03-04,Cache,Astralis,fnatic
2301187_Cache,Luminosity fnatic Cache 3 16,2016-03-05,Cache,Luminosity,fnatic
2301187_Overpass,Luminosity fnatic Overpass 17 19,2016-03-05,Overpass,Luminosity,fnatic
2301196_Dust2,Liquid Complexity Dust2 16 4,2016-03-04,Dust2,Liquid,Complexity
2301220_Train,Binary Dragons FLuffy Gangsters Train 16 13,2016-03-06,Train,Binary Dragons,FLuffy Gangsters
2301221_Train,Liquid OpTic Train 17 19,2016-03-08,Train,Liquid,OpTic
2301222_Mirage,k1ck nerdRage Mirage 22 19,2016-03-07,Mirage,k1ck,nerdRage
2301223_Cache,AlienTech k1ck Cache 12 16,2016-03-07,Cache,AlienTech,k1ck
2301223_Cobblestone,AlienTech k1ck Cobblestone 16 12,2016-03-07,Cobblestone,AlienTech,k1ck
2301225_Train,Tempest Binary Dragons Train 10 16,2016-03-07,Train,Tempest,Binary Dragons
2301230_Cache,Empire Tempest Cache 22 19,2016-03-07,Cache,Empire,Tempest
2301233_Mirage,Selfless OpTic Mirage 7 16,2016-03-09,Mirage,Selfless,OpTic
2301236_Mirage,Epsilon Space Soldiers Mirage 19 21,2016-03-08,Mirage,Epsilon,Space Soldiers
2301267_Train,Refuse CL4NLESS Train 16 11,2016-03-10,Train,Refuse,CL4NLESS
2301302_Cache,Gambit AliGon Cache 16 10,2016-03-12,Cache,Gambit,AliGon
2301304_Inferno,Preparation HellRaisers Inferno 16 8,2016-03-12,Inferno,Preparation,HellRaisers
2301320_Train,SK Ancient Train 13 16,2016-03-13,Train,SK,Ancient
2301336_Overpass,Legacy VG.CyberZen Overpass 7 16,2016-03-13,Overpass,Legacy,VG.CyberZen
2301339_Dust2,TYLOO Immunity Dust2 16 7,2016-03-13,Dust2,TYLOO,Immunity
2301339_Mirage,TYLOO Immunity Mirage 16 4,2016-03-13,Mirage,TYLOO,Immunity
2301340_Cobblestone,Dignitas CSGL Cobblestone 3 16,2016-03-13,Cobblestone,Dignitas,CSGL
2301342_Dust2,TYLOO VG.CyberZen Dust2 16 8,2016-03-13,Dust2,TYLOO,VG.CyberZen
2301342_Inferno,TYLOO VG.CyberZen Inferno 16 10,2016-03-13,Inferno,TYLOO,VG.CyberZen
2301345_Train,CSGL FlipSid3 Train 19 17,2016-03-14,Train,CSGL,FlipSid3
2301346_Cache,mousesports G2 Cache 16 13,2016-03-14,Cache,mousesports,G2
2301364_Inferno,G2 Dignitas Inferno 16 6,2016-03-16,Inferno,G2,Dignitas
2301371_Cobblestone,mousesports SK Cobblestone 11 16,2016-03-17,Cobblestone,mousesports,SK
2301374_Train,fnatic Dignitas Train 16 6,2016-03-19,Train,fnatic,Dignitas
2301380_Train,Envy Natus Vincere Train 11 16,2016-03-20,Train,Envy,Natus Vincere
2301386_Inferno,OpTic Winterfox Inferno 16 5,2016-03-16,Inferno,OpTic,Winterfox
2301387_Mirage,Winterfox OpTic Mirage 16 6,2016-03-16,Mirage,Winterfox,OpTic
2301389_Train,Splyce Complexity Train 14 16,2016-03-16,Train,Splyce,Complexity
2301397_Overpass,Liquid Winterfox Overpass 11 16,2016-03-20,Overpass,Liquid,Winterfox
2301406_Train,Luminosity Splyce Train 16 11,2016-03-21,Train,Luminosity,Splyce
2301409_Inferno,GameAgents LDLC Blue Inferno 10 16,2016-03-16,Inferno,GameAgents,LDLC Blue
2301409_Train,GameAgents LDLC Blue Train 5 16,2016-03-16,Train,GameAgents,LDLC Blue
2301417_Cache,nerdRage Enso Cache 7 16,2016-03-15,Cache,nerdRage,Enso
2301426_Cobblestone,RCTIC Method Cobblestone 16 11,2016-03-17,Cobblestone,RCTIC,Method
2301431_Mirage,k1ck gBots Mirage 9 16,2016-03-16,Mirage,k1ck,gBots
2301439_Cache,Astralis Torpedo Cache 16 6,2016-03-17,Cache,Astralis,Torpedo
2301440_Dust2,Envy NRG Dust2 13 16,2016-03-17,Dust2,Envy,NRG
2301442_Train,CSGL Ancient Train 16 12,2016-03-17,Train,CSGL,Ancient
2301443_Cobblestone,SK Epsilon Cobblestone 11 16,2016-03-17,Cobblestone,SK,Epsilon
2301445_Train,Virtus.pro Natus Vincere Train 12 16,2016-03-18,Train,Virtus.pro,Natus Vincere
2301456_Inferno,Natus Vincere Astralis Inferno 12 16,2016-03-18,Inferno,Natus Vincere,Astralis
2301460_Overpass,Selfless Winterfox Overpass 16 13,2016-03-19,Overpass,Selfless,Winterfox
2301461_Overpass,Luminosity Selfless Overpass 14 16,2016-03-19,Overpass,Luminosity,Selfless
2301462_Cobblestone,CLG Tempo Storm Cobblestone 10 16,2016-03-19,Cobblestone,CLG,Tempo Storm
2301462_Train,CLG Tempo Storm Train 16 4,2016-03-19,Train,CLG,Tempo Storm
2301464_Dust2,Liquid TSM Dust2 19 16,2016-03-20,Dust2,Liquid,TSM
2301490_Dust2,SK Epsilon Dust2 12 16,2016-03-20,Dust2,SK,Epsilon
2301491_Cobblestone,FlipSid3 WE GOT GAME Cobblestone 16 4,2016-03-20,Cobblestone,FlipSid3,WE GOT GAME
2301500_Mirage,Bravado Aperture Mirage 16 2,2016-03-20,Mirage,Bravado,Aperture
2301503_Inferno,FlipSid3 Ancient Inferno 4 16,2016-03-20,Inferno,FlipSid3,Ancient
2301506_Cobblestone,Dignitas AGG Cobblestone 16 8,2016-03-20,Cobblestone,Dignitas,AGG
2301511_Cobblestone,Enso ALTERNATE aTTaX Cobblestone 13 16,2016-03-21,Cobblestone,Enso,ALTERNATE aTTaX
2301517_Cache,CSGL k1ck Cache 16 5,2016-03-21,Cache,CSGL,k1ck
2301522_Inferno,Dignitas mousesports Inferno 16 10,2016-03-22,Inferno,Dignitas,mousesports
2301525_Mirage,Astralis NiP Mirage 8 16,2016-03-23,Mirage,Astralis,NiP
2301542_Cache,Luminosity TSM Cache 16 2,2016-03-22,Cache,Luminosity,TSM
2301547_Cobblestone,Orgless Platinium Cobblestone 16 14,2016-03-22,Cobblestone,Orgless,Platinium
2301549_Cobblestone,Ancient HellRaisers Cobblestone 5 16,2016-03-22,Cobblestone,Ancient,HellRaisers
2301551_Cobblestone,PENTA Epsilon Cobblestone 16 3,2016-03-22,Cobblestone,PENTA,Epsilon
2301567_Train,FLuffy Gangsters CSGL Train 14 16,2016-03-23,Train,FLuffy Gangsters,CSGL
2301577_Cobblestone,AGG ALTERNATE aTTaX Cobblestone 16 14,2016-03-24,Cobblestone,AGG,ALTERNATE aTTaX
2301577_Train,AGG ALTERNATE aTTaX Train 16 4,2016-03-24,Train,AGG,ALTERNATE aTTaX
2301610_Inferno,Escape AGG Inferno 16 4,2016-03-24,Inferno,Escape,AGG
2301686_Inferno,Space Soldiers BX3 Inferno 16 7,2016-03-24,Inferno,Space Soldiers,BX3
2301693_Mirage,PENTA Arcade Mirage 13 16,2016-03-25,Mirage,PENTA,Arcade
2301704_Cache,E-frag.net Epsilon Cache 16 8,2016-03-25,Cache,E-frag.net,Epsilon
2301705_Overpass,CPH Wolves Alpha Overpass 16 10,2016-03-25,Overpass,CPH Wolves,Alpha
2301710_Mirage,Secret fe Orbit fe Mirage 16 6,2016-03-25,Mirage,Secret fe,Orbit fe
2301723_Mirage,SK Publiclir.se Mirage 16 8,2016-03-25,Mirage,SK,Publiclir.se
2301726_Cobblestone,Epsilon Alpha Cobblestone 16 6,2016-03-25,Cobblestone,Epsilon,Alpha
2301737_Overpass,Epsilon E-frag.net Overpass 14 16,2016-03-25,Overpass,Epsilon,E-frag.net
2301742_Cobblestone,HellRaisers Preparation Cobblestone 16 8,2016-03-25,Cobblestone,HellRaisers,Preparation
2301742_Mirage,HellRaisers Preparation Mirage 17 19,2016-03-25,Mirage,HellRaisers,Preparation
2301749_Overpass,Threats Signature Overpass 16 14,2016-03-26,Overpass,Threats,Signature
2301754_Cobblestone,Empire Torpedo Cobblestone 10 16,2016-03-25,Cobblestone,Empire,Torpedo
2301771_Dust2,dream[S]cape MOTV Dust2 11 16,2016-03-27,Dust2,dream[S]cape,MOTV
2301784_Cobblestone,Platinium E-Corp Cobblestone 16 2,2016-03-27,Cobblestone,Platinium,E-Corp
2301785_Dust2,LDLC Blue Millenium Dust2 14 16,2016-03-27,Dust2,LDLC Blue,Millenium
2301820_Cache,Tempo Storm Selfless Cache 16 8,2016-03-28,Cache,Tempo Storm,Selfless
2301820_Train,Tempo Storm Selfless Train 14 16,2016-03-28,Train,Tempo Storm,Selfless
2301821_Cobblestone,Alpha Epsilon Cobblestone 10 16,2016-03-28,Cobblestone,Alpha,Epsilon
2301825_Cobblestone,Envy CLG Cobblestone 8 16,2016-03-29,Cobblestone,Envy,CLG
2301836_Cache,TYLOO EDG Cache 16 6,2016-03-30,Cache,TYLOO,EDG
2301845_Dust2,Liquid fnatic Dust2 22 19,2016-03-30,Dust2,Liquid,fnatic
2301848_Overpass,AGG Planetkey Overpass 16 1,2016-03-31,Overpass,AGG,Planetkey
2301851_Overpass,CLG Astralis Overpass 9 16,2016-03-31,Overpass,CLG,Astralis
2301859_Cobblestone,FaZe fnatic Cobblestone 6 16,2016-03-31,Cobblestone,FaZe,fnatic
2301859_Mirage,FaZe fnatic Mirage 10 16,2016-03-31,Mirage,FaZe,fnatic
2301860_Cache,Gambit CLG Cache 16 13,2016-03-31,Cache,Gambit,CLG
2301862_Inferno,CS-GO.rs GameAgents Inferno 12 16,2016-03-31,Inferno,CS-GO.rs,GameAgents
2301866_Cache,HG VG.CyberZen Cache 9 16,2016-04-01,Cache,HG,VG.CyberZen
2301878_Dust2,Natus Vincere Astralis Dust2 16 5,2016-04-02,Dust2,Natus Vincere,Astralis
2301882_Dust2,PENTA Nevermad Dust2 16 9,2016-04-03,Dust2,PENTA,Nevermad
2301885_Mirage,Natus Vincere Luminosity Mirage 17 19,2016-04-03,Mirage,Natus Vincere,Luminosity
2301885_Overpass,Natus Vincere Luminosity Overpass 2 16,2016-04-03,Overpass,Natus Vincere,Luminosity
2301899_Cobblestone,NiP FlipSid3 Cobblestone 16 8,2016-04-07,Cobblestone,NiP,FlipSid3
2301900_Cache,SK Virtus.pro Cache 16 11,2016-04-07,Cache,SK,Virtus.pro
2301913_Cache,Liquid Cloud9 Cache 16 5,2016-04-08,Cache,Liquid,Cloud9
2301916_Cobblestone,Imperio Multimedia k1ck Cobblestone 5 16,2016-04-08,Cobblestone,Imperio Multimedia,k1ck
2301920_Train,Alpha Empire Train 9 16,2016-04-05,Train,Alpha,Empire
2301921_Cache,TheMongolz TYLOO Cache 12 16,2016-04-06,Cache,TheMongolz,TYLOO
2301932_Dust2,PENTA Planetkey Dust2 16 4,2016-04-06,Dust2,PENTA,Planetkey
2301937_Overpass,AGG SK Overpass 10 16,2016-04-06,Overpass,AGG,SK
2301939_Inferno,Obey.Alliance Echo Fox Inferno 5 16,2016-04-07,Inferno,Obey.Alliance,Echo Fox
2301940_Overpass,KKona Obey.Alliance Overpass 9 16,2016-04-07,Overpass,KKona,Obey.Alliance
2301961_Inferno,G2 Gambit Inferno 16 10,2016-04-09,Inferno,G2,Gambit
2301965_Mirage,Dignitas FlipSid3 Mirage 16 8,2016-04-10,Mirage,Dignitas,FlipSid3
2301965_Overpass,Dignitas FlipSid3 Overpass 13 16,2016-04-10,Overpass,Dignitas,FlipSid3
2301970_Overpass,Selfless Obey.Alliance Overpass 16 10,2016-04-10,Overpass,Selfless,Obey.Alliance
2301980_Cobblestone,AlienTech Imperio Multimedia Cobblestone 16 2,2016-04-09,Cobblestone,AlienTech,Imperio Multimedia
2301981_Cache,k1ck gBots Cache 16 8,2016-04-09,Cache,k1ck,gBots
2301984_Mirage,EDG New4 Mirage 16 8,2016-04-09,Mirage,EDG,New4
2301997_Cobblestone,Virtus.pro Dignitas Cobblestone 13 16,2016-04-10,Cobblestone,Virtus.pro,Dignitas
2301997_Mirage,Virtus.pro Dignitas Mirage 14 16,2016-04-10,Mirage,Virtus.pro,Dignitas
2301998_Train,Astralis mousesports Train 16 13,2016-04-10,Train,Astralis,mousesports
2302003_Cobblestone,fnatic Dignitas Cobblestone 16 11,2016-05-08,Cobblestone,fnatic,Dignitas
2302005_Dust2,NiP mousesports Dust2 16 10,2016-05-23,Dust2,NiP,mousesports
2302011_Cobblestone,Envy Dignitas Cobblestone 16 4,2016-05-19,Cobblestone,Envy,Dignitas
2302013_Overpass,Astralis G2 Overpass 16 4,2016-04-28,Overpass,Astralis,G2
2302016_Cache,fnatic Envy Cache 16 14,2016-05-03,Cache,fnatic,Envy
2302022_Mirage,Astralis Envy Mirage 16 6,2016-05-03,Mirage,Astralis,Envy
2302034_Dust2,NiP G2 Dust2 13 16,2016-05-23,Dust2,NiP,G2
2302038_Cache,NiP FaZe Cache 14 16,2016-05-22,Cache,NiP,FaZe
2302038_Mirage,NiP FaZe Mirage 31 28,2016-05-22,Mirage,NiP,FaZe
2302039_Inferno,AlienTech gBots Inferno 9 16,2016-04-10,Inferno,AlienTech,gBots
2302040_Mirage,k1ck gBots Mirage 8 16,2016-04-10,Mirage,k1ck,gBots
2302042_Cache,PENTA ALTERNATE aTTaX Cache 16 12,2016-04-10,Cache,PENTA,ALTERNATE aTTaX
2302047_Cobblestone,Gambit PENTA Cobblestone 14 16,2016-04-11,Cobblestone,Gambit,PENTA
2302049_Mirage,NRG Complexity Mirage 16 5,2016-04-11,Mirage,NRG,Complexity
2302050_Mirage,OpTic Without a Roof Mirage 16 2,2016-04-11,Mirage,OpTic,Without a Roof
2302052_Cache,CPH Wolves SK Cache 6 16,2016-04-11,Cache,CPH Wolves,SK
2302092_Inferno,ENCE E-frag.net Inferno 2 16,2016-04-13,Inferno,ENCE,E-frag.net
2302098_Inferno,Envy Tempo Storm Inferno 16 14,2016-04-14,Inferno,Envy,Tempo Storm
2302101_Dust2,nxl Risky Dust2 3 16,2016-04-14,Dust2,nxl,Risky
2302112_Cache,inchk1ng nxl Cache 16 3,2016-04-15,Cache,inchk1ng,nxl
2302119_Inferno,XPC GG1337 Inferno 16 10,2016-04-16,Inferno,XPC,GG1337
2302127_Dust2,Natus Vincere Envy Dust2 16 7,2016-04-17,Dust2,Natus Vincere,Envy
2302131_Inferno,FlipSid3 QuackPack Inferno 16 11,2016-04-17,Inferno,FlipSid3,QuackPack
2302143_Train,Liquid NRG Train 16 14,2016-04-20,Train,Liquid,NRG
2302151_Mirage,CLG Complexity Mirage 16 14,2016-04-28,Mirage,CLG,Complexity
2302154_Train,Luminosity Echo Fox Train 16 14,2016-04-29,Train,Luminosity,Echo Fox
2302156_Dust2,NRG TSM Dust2 12 16,2016-04-30,Dust2,NRG,TSM
2302158_Dust2,TSM Complexity Dust2 14 16,2016-05-01,Dust2,TSM,Complexity
2302159_Overpass,NRG Echo Fox Overpass 16 10,2016-04-30,Overpass,NRG,Echo Fox
2302168_Train,OpTic Complexity Train 2 16,2016-05-06,Train,OpTic,Complexity
2302170_Dust2,Liquid Kaliber Dust2 16 11,2016-05-18,Dust2,Liquid,Kaliber
2302172_Dust2,Luminosity Complexity Dust2 16 6,2016-05-02,Dust2,Luminosity,Complexity
2302178_Inferno,Complexity Echo Fox Inferno 16 13,2016-05-23,Inferno,Complexity,Echo Fox
2302178_Mirage,Complexity Echo Fox Mirage 16 14,2016-05-23,Mirage,Complexity,Echo Fox
2302179_Cobblestone,TSM OpTic Cobblestone 16 10,2016-05-08,Cobblestone,TSM,OpTic
2302185_Train,Virtus.pro mousesports Train 13 16,2016-04-24,Train,Virtus.pro,mousesports
2302191_Cache,mousesports Envy Cache 16 8,2016-04-19,Cache,mousesports,Envy
2302194_Dust2,Astralis FaZe Dust2 16 12,2016-04-19,Dust2,Astralis,FaZe
2302215_Mirage,ENCE E-frag.net Mirage 14 16,2016-04-19,Mirage,ENCE,E-frag.net
2302217_Mirage,SuperMassive RB Mirage 16 19,2016-04-20,Mirage,SuperMassive,RB
2302220_Mirage,FLuffy Gangsters Tempest Mirage 19 17,2016-04-20,Mirage,FLuffy Gangsters,Tempest
2302224_Overpass,NRG Splyce Overpass 11 16,2016-04-21,Overpass,NRG,Splyce
2302229_Cache,inchk1ng TheMongolz Cache 10 16,2016-04-20,Cache,inchk1ng,TheMongolz
2302232_Dust2,EDG HG Dust2 19 17,2016-04-21,Dust2,EDG,HG
2302233_Inferno,VG.CyberZen Born Of Fire Inferno 16 2,2016-04-21,Inferno,VG.CyberZen,Born Of Fire
2302249_Cache,Virtus.pro mousesports Cache 5 16,2016-04-21,Cache,Virtus.pro,mousesports
