date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2017-12-01,mousesports,Envy,Train,12,16,2,1,2,13,10,3,2574,2317628,11,13,12,16,2
2017-12-01,Cloud9,Torqued,Cobblestone,16,12,1,1,11,4,5,8,3391,2317708,6,61,2,0,1
2017-12-01,Cloud9,Torqued,Inferno,16,9,1,1,10,5,6,4,3391,2317708,6,61,2,0,1
2017-12-01,passions,HAVU,Cache,9,16,2,2,5,5,4,11,3275,2317723,74,42,1,2,2
2017-12-01,HEXAGONE,Sharks,Inferno,8,16,2,2,7,2,1,14,3397,2317784,193,149,1,3,2
2017-12-01,HEXAGONE,Sharks,Nuke,16,6,1,1,12,3,4,3,3397,2317784,193,149,1,3,2
2017-12-01,HEXAGONE,Sharks,Cache,15,19,2,2,13,2,2,13,3397,2317784,193,149,1,3,2
2017-12-01,PRIDE,Windigo,Train,16,9,1,2,4,6,12,3,3354,2317788,36,64,16,9,1
2017-12-01,HEXAGONE,Sharks,Train,7,16,2,1,4,11,3,5,3397,2317784,193,149,1,3,2
2017-12-01,Windigo,Squared,Train,16,8,1,2,3,6,13,2,3354,2317787,64,138,16,8,1
2017-12-01,Splyce,Gale Force,Nuke,16,11,1,2,9,3,7,8,3391,2317707,48,57,2,0,1
2017-12-01,Squared,PRIDE,Train,6,16,2,2,1,6,5,10,3354,2317783,138,36,6,16,2
2017-12-01,Gambit,Natus Vincere,Inferno,31,28,1,1,5,10,10,5,2574,2317627,9,16,31,28,1
2017-12-01,Kinguin,Windigo,Cobblestone,9,16,2,2,3,7,6,9,3354,2317782,31,64,9,16,2
2017-12-01,passions,HAVU,Mirage,16,11,1,2,7,5,9,6,3275,2317723,74,42,1,2,2
2017-12-01,Splyce,Gale Force,Cache,16,3,1,1,13,2,3,1,3391,2317707,48,57,2,0,1
2017-11-30,Seed,Bpro,Train,16,9,1,1,10,5,6,4,3384,2317736,32,171,16,9,1
2017-11-30,AGO,Valiance,Inferno,16,14,1,1,10,5,6,9,3354,2317605,20,37,16,14,1
2017-11-30,pro100,Spirit Academy,Mirage,16,8,1,1,12,3,4,5,3384,2317733,70,102,16,8,1
2017-11-30,pro100,Bpro,Nuke,16,4,1,1,12,3,4,1,3384,2317732,70,171,16,4,1
2017-11-30,Spirit,PRIDE,Mirage,22,19,1,2,7,8,8,7,3387,2317727,43,36,2,0,1
2017-11-30,INTZ,Ivyaert,Mirage,16,6,1,2,5,2,11,4,3377,2317585,170,157,2,1,1
2017-11-30,Red Reserve,Fragsters,Inferno,19,17,1,1,5,10,10,5,3228,2317728,60,41,19,17,1
2017-11-30,Flash,Recca,Cobblestone,10,16,2,1,2,13,8,3,3383,2317725,33,135,10,16,2
2017-11-30,INTZ,Ivyaert,Cache,13,16,2,2,2,12,11,4,3377,2317585,170,157,2,1,1
2017-11-30,INTZ,Ivyaert,Inferno,16,9,1,1,10,5,6,4,3377,2317585,170,157,2,1,1
2017-11-30,MANS NOT HOT,Vexed,Cobblestone,16,5,1,2,3,3,13,2,3390,2317705,78,178,16,5,1
2017-11-30,Spirit,PRIDE,Overpass,16,14,1,1,4,11,12,3,3387,2317727,43,36,2,0,1
2017-11-30,pro100,EPG,Inferno,16,7,1,2,5,3,11,4,3384,2317734,70,84,16,7,1
2017-11-30,eL'quvet,Spirit,Mirage,11,16,2,2,1,11,10,5,3382,2317693,241,43,1,2,2
2017-11-30,GoodJob,EnVyUs Academy,Inferno,10,16,2,2,3,8,7,8,3354,2317718,76,66,10,16,2
2017-11-30,Valiance,EnVyUs Academy,Nuke,16,4,1,1,14,1,2,3,3354,2317756,37,66,16,4,1
2017-11-30,AGO,EnVyUs Academy,Cobblestone,16,11,1,2,8,4,8,7,3354,2317752,20,66,16,11,1
2017-11-30,SJ,Red Reserve,Cache,16,8,1,1,9,6,7,2,3370,2317754,63,60,2,0,1
2017-11-30,SJ,Red Reserve,Mirage,16,7,1,1,9,6,7,1,3370,2317754,63,60,2,0,1
2017-11-30,eL'quvet,Spirit,Cobblestone,16,8,1,1,10,5,6,3,3382,2317693,241,43,1,2,2
