date,team_1,team_2,_map,result_1,result_2,map_winner,starting_ct,ct_1,t_2,t_1,ct_2,event_id,match_id,rank_1,rank_2,map_wins_1,map_wins_2,match_winner
2019-05-22,AOES,Alpha Red,Inferno,6,16,2,2,0,7,6,9,4579,2333469,137,71,1,2,2
2019-05-22,FURIA,Variance,Mirage,16,8,1,1,9,6,7,2,4502,2333413,18,118,16,8,1
2019-05-22,Grayhound,Chiefs,Dust2,19,17,1,1,9,6,6,9,4484,2332983,17,37,2,0,1
2019-05-22,fnatic,AVANGAR,Inferno,10,16,2,1,7,8,3,8,4416,2333542,5,13,2,1,1
2019-05-22,Natus Vincere,BIG,Dust2,16,6,1,1,12,3,4,3,4337,2332946,4,20,2,0,1
2019-05-22,expert,AGO,Inferno,14,16,2,2,7,8,7,8,4501,2333525,92,30,14,16,2
2019-05-22,Izako Boars,ALTERNATE aTTaX,Dust2,17,19,2,2,11,4,4,11,4501,2333524,102,57,17,19,2
2019-05-22,x-kom,pro100,Mirage,16,12,1,2,10,3,6,9,4501,2333528,49,65,16,12,1
2019-05-22,ALTERNATE aTTaX,Epsilon,Inferno,5,16,2,1,4,11,1,5,4501,2333527,57,39,5,16,2
2019-05-22,fnatic,AVANGAR,Train,16,14,1,2,6,9,10,5,4416,2333542,5,13,2,1,1
2019-05-22,fnatic,AVANGAR,Mirage,16,12,1,1,8,7,8,5,4416,2333542,5,13,2,1,1
2019-05-22,forZe,Valiance,Mirage,11,16,2,1,9,6,2,10,4501,2333526,24,14,11,16,2
2019-05-22,Heroic,North,Mirage,10,16,2,2,4,7,6,9,4337,2332947,23,16,0,2,2
2019-05-22,Heroic,North,Nuke,8,16,2,1,7,8,1,8,4337,2332947,23,16,0,2,2
2019-05-22,MIBR,Cloud9,Overpass,16,7,1,1,11,4,5,3,4422,2333548,6,33,2,0,1
2019-05-22,MIBR,Cloud9,Nuke,16,10,1,1,14,1,2,9,4422,2333548,6,33,2,0,1
2019-05-22,paiN,RED Canids,Overpass,16,14,1,1,8,7,8,7,4606,2333547,62,195,2,1,1
2019-05-22,paiN,RED Canids,Nuke,19,16,1,2,9,6,6,9,4606,2333547,62,195,2,1,1
2019-05-22,Natus Vincere,BIG,Mirage,16,5,1,2,5,1,11,4,4337,2332946,4,20,2,0,1
2019-05-22,paiN,RED Canids,Train,12,16,2,1,11,4,1,12,4606,2333547,62,195,2,1,1
2019-05-22,Ancient,Virtus.pro,Overpass,16,4,1,2,5,0,11,4,4605,2333496,54,59,2,1,1
2019-05-22,VG.Anthrax,TNC,Mirage,7,16,2,1,6,9,1,7,4579,2333470,205,174,0,2,2
2019-05-22,Ancient,Virtus.pro,Nuke,14,16,2,2,9,6,5,10,4605,2333496,54,59,2,1,1
2019-05-22,Downfall,Paradox,Inferno,14,16,2,2,7,8,7,8,4503,2333551,143,110,14,16,2
2019-05-22,Nemiga,Epsilon,Mirage,16,14,1,1,8,7,8,7,4463,2333539,46,39,16,14,1
2019-05-22,x-kom,Spirit,Inferno,5,16,2,1,5,10,0,6,4501,2333518,49,31,5,16,2
2019-05-22,BOOT,Beyond,Inferno,16,5,1,1,10,5,6,0,4579,2333467,78,103,2,0,1
2019-05-22,BOOT,Beyond,Dust2,16,6,1,2,5,2,11,4,4579,2333467,78,103,2,0,1
2019-05-22,Vega Squadron,Sharks,Train,2,16,2,2,0,3,2,13,4605,2333497,64,43,0,2,2
2019-05-22,VG.Anthrax,TNC,Nuke,4,16,2,1,4,11,0,5,4579,2333470,205,174,0,2,2
2019-05-22,Sprout,x-kom,Nuke,9,16,2,1,7,8,2,8,4501,2333523,35,49,9,16,2
2019-05-22,Ancient,Virtus.pro,Mirage,16,6,1,1,12,3,4,3,4605,2333496,54,59,2,1,1
2019-05-22,Chaos,HAVU,Dust2,16,14,1,1,9,6,7,8,4501,2333522,47,53,16,14,1
2019-05-22,Vega Squadron,Sharks,Dust2,19,22,2,1,5,10,10,5,4605,2333497,64,43,0,2,2
2019-05-22,forZe,GamerLegion,Overpass,13,16,2,1,7,8,6,8,4501,2333520,24,38,13,16,2
2019-05-22,Chaos,pro100,Dust2,16,8,1,1,9,6,7,2,4501,2333521,47,65,16,8,1
2019-05-22,Epsilon,Spirit,Inferno,16,8,1,1,8,7,8,1,4501,2333519,39,31,16,8,1
2019-05-21,Nemiga,Chaos,Overpass,10,16,2,1,3,12,7,4,4605,2333494,46,47,0,2,2
2019-05-21,fnatic,Virtus.pro,Inferno,16,14,1,1,11,4,5,10,4416,2333390,5,59,2,1,1
2019-05-21,fnatic,Virtus.pro,Mirage,16,6,1,2,7,0,9,6,4416,2333390,5,59,2,1,1
2019-05-21,Epsilon,Winstrike,Nuke,7,16,2,2,4,4,3,12,4605,2333495,39,51,1,2,2
2019-05-21,Epsilon,Winstrike,Dust2,16,14,1,1,5,10,11,4,4605,2333495,39,51,1,2,2
2019-05-21,Epsilon,Winstrike,Overpass,9,16,2,1,5,10,4,6,4605,2333495,39,51,1,2,2
2019-05-21,Izako Boars,GamerLegion,Inferno,9,16,2,1,5,10,4,6,4501,2333457,102,38,9,16,2
2019-05-21,Spirit,forZe,Overpass,16,0,1,1,15,0,1,0,4501,2333502,31,24,16,0,1
2019-05-21,Sprout,expert,Train,16,6,1,1,12,3,4,3,4501,2333456,35,92,16,6,1
2019-05-21,HAVU,Movistar Riders,Nuke,13,16,2,2,6,8,7,8,4501,2333455,53,34,13,16,2
2019-05-21,Ground Zero,Genuine,Inferno,16,7,1,2,5,3,11,4,4503,2333493,133,124,16,7,1
2019-05-21,Nemiga,Chaos,Mirage,9,16,2,2,4,6,5,10,4605,2333494,46,47,0,2,2
2019-05-21,Justice,rewound,Dust2,14,16,2,2,5,10,9,6,4503,2333436,149,115,14,16,2
2019-05-21,SJ,Chaos,Inferno,11,16,2,2,4,8,7,8,4524,2333500,68,47,11,16,2
2019-05-21,ORDER,Chiefs,Inferno,16,11,1,2,4,8,12,3,4484,2332980,69,37,1,2,2
2019-05-21,ORDER,Chiefs,Nuke,12,16,2,2,8,5,4,11,4484,2332980,69,37,1,2,2
2019-05-21,rewound,Genuine,Overpass,16,11,1,1,9,6,7,5,4503,2333492,115,124,16,11,1
2019-05-21,FURIA,ATK,Vertigo,16,13,1,2,8,6,8,7,4502,2333412,18,52,16,13,1
2019-05-21,FURIA,Chris and the boys,Overpass,16,1,1,1,14,1,2,0,4502,2333411,18,106,16,1,1
2019-05-21,paiN,Inflames,Train,16,3,1,1,12,3,4,0,4598,2333401,62,108,2,0,1
2019-05-21,paiN,Inflames,Nuke,16,9,1,2,6,4,10,5,4598,2333401,62,108,2,0,1
2019-05-21,ORDER,Chiefs,Overpass,6,16,2,1,5,10,1,6,4484,2332980,69,37,1,2,2
2019-05-21,fnatic,Virtus.pro,Vertigo,12,16,2,2,6,7,6,9,4416,2333390,5,59,2,1,1
2019-05-21,AVANGAR,mousesports,Mirage,16,9,1,1,9,6,7,3,4416,2333429,13,12,2,1,1
2019-05-21,OpTic,NiP,Dust2,16,10,1,2,7,4,9,6,4416,2333431,22,7,2,0,1
2019-05-21,AVANGAR,mousesports,Inferno,16,8,1,1,9,6,7,2,4416,2333429,13,12,2,1,1
2019-05-21,Heroic,BIG,Inferno,16,14,1,1,9,6,7,8,4337,2332945,23,20,2,0,1
2019-05-21,Heroic,BIG,Overpass,16,13,1,2,8,6,8,7,4337,2332945,23,20,2,0,1
2019-05-21,Cloud9,eUnited,Inferno,16,9,1,1,9,6,7,3,4422,2333445,33,42,2,0,1
2019-05-21,Cloud9,eUnited,Train,16,6,1,2,6,1,10,5,4422,2333445,33,42,2,0,1
2019-05-21,Santos,Inflames,Dust2,9,16,2,2,1,9,8,7,4509,2333514,226,108,9,16,2
2019-05-21,Evidence,Redemption POA,Inferno,16,3,1,2,4,0,12,3,4620,2333506,232,136,2,0,1
2019-05-21,W7M,paiN,Nuke,6,16,2,2,0,7,6,9,4509,2333513,61,62,6,16,2
2019-05-21,DETONA,Bulldozer,Inferno,14,16,2,1,7,8,7,8,4509,2333512,50,180,14,16,2
2019-05-21,OpTic,NiP,Nuke,16,12,1,2,7,6,9,6,4416,2333431,22,7,2,0,1
2019-05-21,Evidence,Redemption POA,Train,16,12,1,2,8,5,8,7,4620,2333506,232,136,2,0,1
2019-05-21,FaZe,G2,Dust2,16,5,1,2,4,2,12,3,4416,2333430,8,15,2,0,1
2019-05-21,Reapers,Redemption POA,Mirage,8,16,2,1,5,10,3,6,4509,2333541,213,136,8,16,2
2019-05-21,Natus Vincere,North,Overpass,14,16,2,1,11,4,3,12,4337,2332944,4,16,1,2,2
2019-05-21,Natus Vincere,North,Mirage,16,13,1,2,9,5,7,8,4337,2332944,4,16,1,2,2
2019-05-21,Natus Vincere,North,Dust2,13,16,2,1,10,5,3,11,4337,2332944,4,16,1,2,2
2019-05-21,Epsilon,HAVU,Dust2,16,12,1,2,6,7,10,5,4540,2333461,39,53,2,0,1
2019-05-21,Epsilon,HAVU,Mirage,16,8,1,1,11,4,5,4,4540,2333461,39,53,2,0,1
2019-05-21,AGO,expert,Train,16,4,1,1,15,0,1,4,4524,2333501,30,92,16,4,1
2019-05-21,FaZe,G2,Nuke,16,11,1,1,10,5,6,6,4416,2333430,8,15,2,0,1
2019-05-21,AVANGAR,mousesports,Train,14,16,2,1,9,6,5,10,4416,2333429,13,12,2,1,1
2019-05-20,AVANT,madlikewizards,Overpass,16,14,1,1,9,6,7,8,4592,2333459,264,139,2,0,1
2019-05-20,Paradox,Chiefs,Dust2,4,16,2,1,3,12,1,4,4503,2333237,115,39,4,16,2
2019-05-20,Rooster,Jade,Inferno,9,16,2,2,4,6,5,10,4503,2333433,249,226,9,16,2
2019-05-20,Justice,Ground Zero,Dust2,9,16,2,2,5,5,4,11,4503,2333434,153,197,9,16,2
2019-05-20,AVANT,madlikewizards,Nuke,16,5,1,1,12,3,4,2,4592,2333459,264,139,2,0,1
2019-05-20,Bad News Bears,Singularity,Mirage,11,16,2,1,6,9,5,7,4562,2333044,78,51,2,1,1
2019-05-20,SYF,Genuine,Train,10,16,2,1,4,11,6,5,4592,2333458,128,122,0,2,2
2019-05-20,SYF,Genuine,Nuke,2,16,2,2,2,1,0,15,4592,2333458,128,122,0,2,2
2019-05-20,Bad News Bears,Singularity,Nuke,16,13,1,2,7,7,9,6,4562,2333044,78,51,2,1,1
2019-05-20,Bad News Bears,Singularity,Overpass,16,13,1,2,9,5,7,8,4562,2333044,78,51,2,1,1
2019-05-20,x-kom,Ancient,Overpass,10,16,2,1,7,8,3,8,4567,2333442,59,76,0,2,2
2019-05-20,x-kom,Ancient,Nuke,14,16,2,1,6,9,8,7,4567,2333442,59,76,0,2,2
2019-05-20,Tricked,Nemiga,Nuke,19,16,1,1,8,7,7,8,4605,2333347,27,47,2,1,1
2019-05-20,Athletico,Fighting 4 Freedom,Inferno,11,16,2,1,6,9,5,7,4380,2333460,139,227,0,3,2
2019-05-20,Copenhagen Flames,AGO,Train,16,6,1,1,13,2,3,4,4567,2333437,68,30,2,1,1
2019-05-20,Athletico,Fighting 4 Freedom,Mirage,15,19,2,2,9,6,6,9,4380,2333460,139,227,0,3,2
2019-05-20,Ancient,Copenhagen Flames,Nuke,16,12,1,2,11,2,5,10,4567,2333490,76,68,2,0,1
2019-05-20,Copenhagen Flames,AGO,Overpass,16,6,1,2,5,2,11,4,4567,2333437,68,30,2,1,1
2019-05-20,Copenhagen Flames,AGO,Inferno,14,16,2,2,8,7,6,9,4567,2333437,68,30,2,1,1
2019-05-20,Ancient,Copenhagen Flames,Overpass,22,20,1,2,7,8,8,7,4567,2333490,76,68,2,0,1
2019-05-20,x-kom,Vega Squadron,Vertigo,16,5,1,1,13,2,3,3,4605,2333348,59,67,2,0,1
2019-05-20,x-kom,Vega Squadron,Train,16,11,1,1,10,5,6,6,4605,2333348,59,67,2,0,1
2019-05-20,Tricked,Nemiga,Vertigo,3,16,2,1,2,13,1,3,4605,2333347,27,47,2,1,1
2019-05-20,Tricked,Nemiga,Overpass,16,11,1,2,7,5,9,6,4605,2333347,27,47,2,1,1
2019-05-20,Athletico,Fighting 4 Freedom,Overpass,2,16,2,2,0,3,2,13,4380,2333460,139,227,0,3,2
2019-05-19,AVANGAR,mousesports,Dust2,7,16,2,1,6,9,1,7,4309,2333177,13,12,0,2,2
2019-05-19,AVANGAR,mousesports,Train,8,16,2,1,7,8,1,8,4309,2333177,13,12,0,2,2
2019-05-19,Ground Zero,ORDER,Nuke,16,14,1,2,11,4,5,10,4503,2333395,197,70,16,14,1
2019-05-19,Valiance,G2,Dust2,19,17,1,1,9,6,6,9,4309,2333178,20,15,2,1,1
2019-05-19,x-kom,HAVU,Overpass,16,9,1,1,10,5,6,4,4567,2333425,59,57,2,0,1
2019-05-19,Valiance,G2,Vertigo,16,13,1,2,5,9,11,4,4309,2333178,20,15,2,1,1
2019-05-19,Valiance,G2,Nuke,8,16,2,1,8,7,0,9,4309,2333178,20,15,2,1,1
2019-05-19,x-kom,Nemiga,Vertigo,16,14,1,1,6,9,10,5,4524,2333424,59,47,16,14,1
2019-05-19,Copenhagen Flames,LPSP,Mirage,16,8,1,2,7,2,9,6,4567,2333428,68,98,2,0,1
2019-05-19,Copenhagen Flames,LPSP,Overpass,16,7,1,2,5,3,11,4,4567,2333428,68,98,2,0,1
2019-05-19,AGO,Chaos,Train,16,14,1,2,10,5,6,9,4567,2333427,30,52,2,1,1
2019-05-19,x-kom,HAVU,Train,16,13,1,1,8,7,8,6,4567,2333425,59,57,2,0,1
2019-05-19,SJ,Nordavind,Vertigo,12,16,2,2,3,10,9,6,4605,2333346,69,77,0,2,2
2019-05-19,forZe,Ancient,Nuke,16,10,1,2,6,5,10,5,4567,2333426,25,76,1,2,2
2019-05-19,forZe,Ancient,Overpass,11,16,2,1,7,8,4,8,4567,2333426,25,76,1,2,2
2019-05-19,forZe,Ancient,Inferno,11,16,2,2,5,7,6,9,4567,2333426,25,76,1,2,2
2019-05-19,mousesports,Valiance,Mirage,16,11,1,1,10,5,6,6,4309,2333179,12,20,2,0,1
2019-05-19,SJ,Nordavind,Nuke,13,16,2,1,9,6,4,10,4605,2333346,69,77,0,2,2
2019-05-19,AGO,Chaos,Overpass,11,16,2,1,7,8,4,8,4567,2333427,30,52,2,1,1
2019-05-19,AGO,Chaos,Inferno,16,9,1,1,9,6,7,3,4567,2333427,30,52,2,1,1
2019-05-19,mousesports,Valiance,Train,16,12,1,2,8,5,8,7,4309,2333179,12,20,2,0,1
2019-05-18,forZe,SJ,Dust2,16,12,1,1,11,4,5,8,4567,2333400,25,69,2,0,1
2019-05-18,Instinct,Windigo,Nuke,12,16,2,1,7,8,5,8,4309,2333173,90,17,0,2,2
2019-05-18,Instinct,Windigo,Overpass,9,16,2,1,5,10,4,6,4309,2333173,90,17,0,2,2
2019-05-18,Unicorns of Love,Berzerk,Overpass,12,16,2,1,6,9,6,7,4608,2333096,94,209,0,2,2
2019-05-18,Unicorns of Love,Berzerk,Cache,8,16,2,1,5,10,3,6,4608,2333096,94,209,0,2,2
2019-05-18,Maple,Recca,Inferno,16,12,1,1,12,3,4,9,4589,2333408,195,156,2,0,1
2019-05-18,Maple,Recca,Mirage,16,14,1,2,10,5,6,9,4589,2333408,195,156,2,0,1
2019-05-18,G2,Ghost,Dust2,16,6,1,2,6,1,10,5,4309,2333174,15,29,2,1,1
2019-05-18,G2,Ghost,Inferno,13,16,2,1,10,5,3,11,4309,2333174,15,29,2,1,1
2019-05-18,mousesports,Windigo,Nuke,16,6,1,2,5,2,11,4,4309,2333175,12,17,2,0,1
2019-05-18,mousesports,Windigo,Overpass,16,11,1,1,11,4,5,7,4309,2333175,12,17,2,0,1
2019-05-18,G2,Ghost,Train,16,8,1,1,10,5,6,3,4309,2333174,15,29,2,1,1
2019-05-18,forZe,SJ,Inferno,16,11,1,2,10,2,6,9,4567,2333400,25,69,2,0,1
2019-05-18,FrenchFrogs,G2,Inferno,11,16,2,2,2,10,9,6,4309,2333176,50,15,0,2,2
2019-05-18,AGO,Unique,Inferno,16,9,1,1,10,5,6,4,4567,2333399,30,100,2,1,1
2019-05-18,HAVU,Unique,Train,16,14,1,1,6,9,10,5,4567,2333403,57,100,2,0,1
2019-05-18,HAVU,Unique,Nuke,16,6,1,1,13,2,3,4,4567,2333403,57,100,2,0,1
2019-05-18,LPSP,SJ,Train,16,12,1,2,10,3,6,9,4567,2333402,98,69,2,0,1
2019-05-18,FrenchFrogs,G2,Nuke,4,16,2,1,1,14,3,2,4309,2333176,50,15,0,2,2
2019-05-18,LPSP,SJ,Vertigo,16,12,1,2,5,8,11,4,4567,2333402,98,69,2,0,1
2019-05-18,Berzerk,expert,Nuke,13,16,2,2,7,7,6,9,4608,2333410,209,107,0,2,2
2019-05-18,Berzerk,expert,Cache,11,16,2,2,8,4,3,12,4608,2333410,209,107,0,2,2
2019-05-18,AGO,Unique,Mirage,16,6,1,1,10,5,6,1,4567,2333399,30,100,2,1,1
2019-05-18,AGO,Unique,Train,17,19,2,2,11,4,4,11,4567,2333399,30,100,2,1,1
2019-05-17,MIBR,Renegades,Train,16,14,1,2,9,6,7,8,4338,2332956,8,10,2,0,1
2019-05-17,Isurus,Complexity,Train,19,16,1,2,6,9,9,6,4338,2332957,48,28,2,1,1
2019-05-17,Isurus,Complexity,Dust2,16,8,1,2,6,3,10,5,4338,2332957,48,28,2,1,1
2019-05-17,Royal,Chris and the boys,Inferno,4,16,2,1,4,11,0,5,4502,2333337,149,124,4,16,2
2019-05-17,DETONA,paiN,Vertigo,19,22,2,2,5,10,10,5,4598,2333250,49,63,0,2,2
2019-05-17,DETONA,paiN,Overpass,10,16,2,1,8,7,2,9,4598,2333250,49,63,0,2,2
2019-05-17,ATK,Ascent,Inferno,19,17,1,2,10,5,5,10,4502,2333336,43,101,19,17,1
2019-05-17,Chris and the boys,BLITZKRIEG,Train,16,8,1,1,9,6,7,2,4502,2333335,124,82,16,8,1
2019-05-17,MIBR,Renegades,Mirage,16,2,1,1,13,2,3,0,4338,2332956,8,10,2,0,1
2019-05-17,Reapers,Inflames,Dust2,16,14,1,2,8,7,8,7,4598,2333308,229,108,1,2,2
2019-05-17,Spacestation,Party Astronauts,Overpass,16,9,1,1,10,5,6,4,4502,2333386,165,102,16,9,1
2019-05-17,Royal,Polar Ace,Nuke,16,14,1,1,10,5,6,9,4502,2333303,149,104,16,14,1
2019-05-17,Singularity,The Quest,Inferno,16,11,1,2,9,3,7,8,4502,2333208,51,112,16,11,1
2019-05-17,TeamOne,BLITZKRIEG,Inferno,16,7,1,1,9,6,7,1,4502,2333302,87,82,16,7,1
2019-05-17,Reapers,Inflames,Train,10,16,2,1,9,6,1,10,4598,2333308,229,108,1,2,2
2019-05-17,Reapers,Inflames,Mirage,7,16,2,2,4,4,3,12,4598,2333308,229,108,1,2,2
2019-05-17,WePlayGames,Santos,Overpass,16,2,1,2,2,1,14,1,4606,2333309,164,217,16,2,1
2019-05-17,mousesports,Instinct,Inferno,16,4,1,2,4,1,12,3,4309,2333167,12,90,16,4,1
2019-05-17,Isurus,Complexity,Nuke,11,16,2,1,6,9,5,7,4338,2332957,48,28,2,1,1
2019-05-17,Windigo,Valiance,Mirage,5,16,2,1,2,13,3,3,4309,2333169,17,20,5,16,2
2019-05-17,G2,FrenchFrogs,Nuke,15,19,2,1,7,8,8,7,4309,2333168,15,50,15,19,2
2019-05-17,LDLC,SJ,Train,9,16,2,2,5,5,4,11,4567,2333161,66,69,0,2,2
2019-05-17,Sharks,HAVU,Train,14,16,2,2,7,8,7,8,4567,2333397,41,57,0,2,2
2019-05-17,Epsilon,AGO,Overpass,16,2,1,1,13,2,3,0,4463,2333389,36,30,16,2,1
2019-05-17,Sharks,HAVU,Nuke,13,16,2,1,6,9,7,7,4567,2333397,41,57,0,2,2
2019-05-17,LPSP,LDLC,Vertigo,16,12,1,1,9,6,7,6,4567,2333398,98,66,2,0,1
2019-05-17,Chaos,Epsilon,Overpass,16,9,1,1,8,7,8,2,4605,2333343,52,36,2,0,1
2019-05-17,Chaos,Epsilon,Mirage,16,8,1,2,8,1,8,7,4605,2333343,52,36,2,0,1
2019-05-17,HAVU,Unique,Mirage,12,16,2,1,9,6,3,10,4567,2333159,57,100,0,2,2
2019-05-17,HAVU,Unique,Inferno,14,16,2,2,4,11,10,5,4567,2333159,57,100,0,2,2
2019-05-17,LDLC,SJ,Inferno,2,16,2,2,0,3,2,13,4567,2333161,66,69,0,2,2
2019-05-17,LPSP,LDLC,Inferno,16,13,1,1,9,6,7,7,4567,2333398,98,66,2,0,1
2019-05-17,forZe,LPSP,Nuke,19,16,1,2,8,7,7,8,4567,2333160,25,98,2,1,1
2019-05-17,forZe,LPSP,Mirage,19,17,1,1,7,8,8,7,4567,2333160,25,98,2,1,1
2019-05-17,FrenchFrogs,AVANGAR,Dust2,13,16,2,1,6,9,7,7,4309,2333171,50,13,13,16,2
2019-05-17,AGO,Sharks,Train,19,17,1,1,6,9,9,6,4567,2333158,30,41,2,0,1
2019-05-17,AGO,Sharks,Dust2,16,11,1,2,7,5,9,6,4567,2333158,30,41,2,0,1
2019-05-17,mousesports,Valiance,Dust2,6,16,2,2,0,7,6,9,4309,2333172,12,20,6,16,2
2019-05-17,forZe,LPSP,Overpass,13,16,2,2,6,8,7,8,4567,2333160,25,98,2,1,1
2019-05-17,AVANGAR,Ghost,Dust2,16,11,1,1,13,2,3,9,4309,2333170,13,29,16,11,1
2019-05-16,R!OT,Justice,Dust2,22,25,2,1,6,9,9,6,4503,2333324,211,153,22,25,2
2019-05-16,W7M,WePlayGames,Vertigo,10,16,2,1,3,12,7,4,4598,2333307,55,164,1,2,2
2019-05-16,MIBR,Complexity,Mirage,16,13,1,2,9,5,7,8,4338,2332955,8,28,2,1,1
2019-05-16,MIBR,Complexity,Overpass,16,1,1,2,2,0,14,1,4338,2332955,8,28,2,1,1
2019-05-16,MIBR,Complexity,Dust2,11,16,2,1,7,8,4,8,4338,2332955,8,28,2,1,1
2019-05-16,ORDER,R!OT,Mirage,16,7,1,1,12,3,4,4,4503,2333320,70,211,16,7,1
2019-05-16,Grayhound,Ground Zero,Overpass,16,4,1,1,11,4,5,0,4503,2333322,19,197,16,4,1
2019-05-16,Grayhound,Chiefs,Nuke,16,5,1,2,5,1,11,4,4503,2333236,19,39,16,5,1
2019-05-16,DINQ,Ground Zero,Mirage,8,16,2,2,1,8,7,8,4503,2333319,253,197,8,16,2
2019-05-16,DINQ,Athletico,Nuke,5,16,2,1,5,10,0,6,4503,2333325,253,139,5,16,2
2019-05-16,Lucid Dream,TYLOO,Mirage,14,16,2,2,9,6,5,10,4484,2332978,74,31,0,2,2
2019-05-16,Lucid Dream,TYLOO,Overpass,14,16,2,1,11,4,3,12,4484,2332978,74,31,0,2,2
2019-05-16,W7M,WePlayGames,Inferno,8,16,2,1,5,10,3,6,4598,2333307,55,164,1,2,2
2019-05-16,W7M,WePlayGames,Mirage,16,14,1,2,8,7,8,7,4598,2333307,55,164,1,2,2
2019-05-16,ATK,Polar Ace,Train,16,12,1,1,9,6,7,6,4502,2333086,43,104,16,12,1
2019-05-16,Bad News Bears,Ascent,Inferno,12,16,2,2,3,10,9,6,4502,2333301,78,101,12,16,2
2019-05-16,ATK,Rugratz,Train,16,11,1,2,5,7,11,4,4502,2333203,43,84,16,11,1
2019-05-16,Singularity,Front,Vertigo,16,2,1,2,3,0,13,2,4502,2332927,51,114,16,2,1
2019-05-16,All Knights,PELAFUSTANES,Inferno,16,10,1,2,7,4,9,6,4604,2333305,184,182,2,1,1
2019-05-16,All Knights,PELAFUSTANES,Mirage,15,19,2,1,7,8,8,7,4604,2333305,184,182,2,1,1
2019-05-16,All Knights,PELAFUSTANES,Train,16,4,1,1,13,2,3,2,4604,2333305,184,182,2,1,1
2019-05-16,Isurus,Renegades,Mirage,9,16,2,1,5,10,4,6,4338,2332954,48,10,0,2,2
2019-05-16,Isurus,Renegades,Dust2,4,16,2,1,4,11,0,5,4338,2332954,48,10,0,2,2
2019-05-16,Singularity,Bad News Bears,Overpass,4,16,2,1,4,11,0,5,4502,2332926,51,78,4,16,2
2019-05-16,Evidence,RED Canids,Mirage,16,9,1,2,5,5,11,4,4598,2333249,134,191,1,2,2
2019-05-16,Evidence,RED Canids,Nuke,13,16,2,1,11,4,2,12,4598,2333249,134,191,1,2,2
2019-05-16,Evidence,RED Canids,Train,14,16,2,2,8,7,6,9,4598,2333249,134,191,1,2,2
2019-05-16,Izako Boars,Ancient,Nuke,12,16,2,1,10,5,2,11,4605,2333310,97,76,0,2,2
2019-05-16,Izako Boars,Ancient,Dust2,10,16,2,2,4,7,6,9,4605,2333310,97,76,0,2,2
2019-05-16,Ancient,GamerLegion,Overpass,16,5,1,1,12,3,4,2,4567,2333345,76,38,2,1,1
2019-05-16,Alpha Red,MVP PK,Mirage,16,19,2,2,8,7,7,8,4484,2332979,71,23,0,2,2
2019-05-16,HAVU,ALTERNATE aTTaX,Train,8,16,2,2,4,5,4,11,4501,2333341,57,53,8,16,2
2019-05-16,Alpha Red,MVP PK,Dust2,1,16,2,1,1,14,0,2,4484,2332979,71,23,0,2,2
2019-05-16,MIBR,Liquid,Vertigo,16,11,1,2,8,4,8,7,4421,2333334,8,2,2,0,1
2019-05-16,AVANGAR,NiP,Dust2,16,19,2,1,6,9,9,6,4415,2333330,13,6,1,2,2
2019-05-16,AVANGAR,NiP,Train,19,17,1,1,9,6,6,9,4415,2333330,13,6,1,2,2
